%AS 1 ,%AS 2,%AS 3,%AS 4,%AS 5,%AS 6,%AS 7,%AS 8,%AS 9,%AS 10,%AS 11,%AS 12,%AS 13,%AS 14,%AS 15,%AS 16,%AS 17,%AS 18,%AS 19,%AS 20,%AS 21,%AS 22,%AS 23,%AS 24,%AS 25,%AS 26,%AS 27,%AS 28,%AS 29,%AS 30,%AS 31,%AS 32,%AS 33,%AS 34,%AS 36,%AS 38,%AS 39,%AS 40,%AS 41,%AS 42,%AS 43,%AS 44,%AS 45,%AS 46,%AS 47,%AS 48,%AS 49,%AS 50,%AS 51,%AS 52,%AS 53,%AS 56,%AS 57,%AS 58,%AS 59,%AS 60,%AS 61,%AS 62,%AS 63,%AS 64,%AS 65,%AS 66,%AS 67,%AS 68,%AS 69,%AS 70,%AS 71,%AS 72,%AS 73,%AS 74,%AS 75,%AS 76,%AS 77,%AS 78,%AS 79,%AS 80,%AS 81,%AS 82,%AS 83,%AS 84,%AS 85,%AS 86,%AS 87,%AS 88,%AS 89,%AS 90,%AS 91,%AS 92,%AS 93,%AS 94,%AS 95,%AS 96,%AS 97,%AS 98,%AS 99,%AS 100,%AS 101,%AS 102,%AS 103,%AS 104,%AS 105,%AS 106,%AS 107,%AS 108,%AS 109,%AS 110,%AS 111,%AS 112,%AS 113,%AS 114,%AS 115,%AS 116,%AS 117,%AS 118,%AS 119,%AS 120,%AS 121,%AS 122,%AS 123,%AS 124,%AS 125,%AS 126,%AS 127,%AS 128,%AS 129,%AS 130,%AS 131,%AS 132,%AS 133,%AS 134,%AS 135,%AS 136,%AS 137,%AS 138,%AS 139,%AS 140,%AS 141,%AS 142,%AS 143
,4.49,19.77,20.23,,11.53,2.76,3.39,30.58226667,34.79793333,24.04786667,31.10606667,43.50893333,59.5696,56.11673333,49.85373333,49.14686667,52.68993333,26.15213333,38.65506667,36.19146667,44.6146,28.929,41.63846667,39.71293333,51.9616,62.13166667,60.9538,68.44253333,71.3994,65.93693333,76.29533333,67.39826667,61.94886667,36.112,25.46980952,33.81904762,31.2467619,2.425428571,5.944457143,18.34061905,14.61542857,11.99566667,0.809247619,20.02861905,5.560152381,1.927752381,8.745095238,6.420057143,19.91666667,,8.244580952,0,13.59952381,21.56061905,,22.35442857,17.24895238,19.80390476,15.1102381,19.60728571,43.78595238,36.45114286,41.29719048,18.82747619,40.86785714,35.09928571,,,2.27547619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18.59,18.84,,10.11,1.06,2.26,29.3888,33.8454,23.07446667,30.01846667,42.78593333,58.64366667,55.14386667,48.84306667,48.3674,51.9038,25.0792,37.60286667,35.02546667,43.66266667,27.824,40.6542,38.5326,51.4084,61.75546667,60.434,67.75413333,70.95213333,65.4228,75.84366667,66.76826667,61.42706667,34.97809524,24.53257143,32.6547619,29.61357143,1.40452381,5.16947619,17.44180952,13.60647619,10.53109524,0.148171429,18.07619048,4.201495238,1.182666667,7.634742857,5.0704,18.87966667,,7.301114286,,12.07085714,19.87442857,,20.32861905,15.93747619,18.634,13.95419048,18.44909524,43.04471429,35.558,40.21057143,17.65866667,40.06338095,34.3382381,,,0.817285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.93666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17.47,17.28,,8.76,0.03,1.31,28.3396,32.95733333,22.07166667,28.8402,41.8996,57.76593333,54.20526667,47.821,47.2846,51.12906667,23.98213333,36.50793333,33.9128,42.7354,26.698,39.55893333,37.6188,50.77226667,61.28493333,60.01306667,67.1846,70.5246,64.72973333,75.4888,66.20513333,60.74646667,33.83304762,23.36280952,31.58852381,28.0707619,0.528038095,4.449257143,16.50204762,12.66966667,9.079761905,,16.22338095,2.930571429,0.542390476,6.592409524,3.809447619,17.73514286,,6.276971429,,10.53604762,18.1557619,,18.43857143,14.70495238,17.38685714,12.85633333,17.33066667,42.16914286,34.54128571,39.00719048,16.50347619,39.21619048,33.62504762,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.95166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16.45,15.91,,7.47,0,0.57,27.29186667,31.99286667,20.97413333,27.91586667,41.0094,56.93053333,53.0824,46.80746667,46.291,50.37873333,22.9026,35.42393333,32.92526667,41.8472,25.58773333,38.56093333,36.72553333,50.05213333,60.725,59.66813333,66.4376,70.00846667,64.051,74.9834,65.6564,60.07433333,32.70290476,22.19795238,30.41219048,26.61438095,0,3.797628571,15.57852381,11.80995238,7.673066667,,14.4722381,1.769714286,0.156590476,5.652104762,2.626266667,16.57485714,,5.348742857,,8.923361905,16.5147619,,16.49228571,13.48571429,16.17266667,11.79552381,16.16304762,41.3342381,33.60238095,37.73852381,15.37871429,38.29157143,32.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.81666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15.48,14.58,,6.29,,,26.30426667,31.20546667,19.86526667,27.0326,40.1834,55.9074,52.046,45.74253333,45.47293333,49.377,21.85513333,34.53793333,31.84893333,41.055,24.5428,37.56126667,35.73106667,49.3246,60.16213333,59.32413333,65.748,69.61153333,63.53126667,74.40073333,65.02873333,59.4544,31.5172381,21.0842381,29.23452381,25.14066667,0,3.1582,14.73795238,10.9967619,6.3262,,12.802,0.747628571,0.0912,4.773619048,1.569828571,15.56042857,,4.48852381,,7.138619048,14.8967619,,14.59847619,12.31495238,15.05285714,10.7592381,15.00047619,40.55314286,32.7862381,36.65785714,14.26104762,37.46495238,31.74457143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.71166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14.51,13.36,,5.2,,,25.268,30.3214,18.77326667,26.0982,38.93733333,54.80306667,50.874,44.73886667,44.7996,48.6966,20.8024,33.6112,30.8042,40.18833333,23.58233333,36.58426667,34.76473333,48.65473333,59.652,58.937,65.13306667,69.15786667,62.98593333,74.00186667,64.43473333,58.86086667,30.36304762,20.012,28.12242857,23.56852381,0,2.603447619,13.94152381,10.30185714,5.029514286,,11.203,0,,3.9308,0.678466667,14.59442857,,3.653066667,,5.58572381,13.26385714,,12.78652381,11.14709524,13.92833333,9.7478,13.99209524,39.82771429,32.00157143,35.61666667,13.1877619,36.78,30.92614286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.04333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13.49,12.17,,4.17,,,24.28686667,29.36906667,17.64813333,25.24706667,37.7456,53.6952,49.9006,43.69846667,44.2014,47.85126667,19.78306667,32.68126667,29.6138,39.24826667,22.56,35.55153333,33.8214,48.05686667,59.31066667,58.44566667,64.47553333,68.63213333,62.4418,73.47446667,63.90846667,58.27093333,29.20390476,18.96109524,27.06833333,22.05042857,0,2.142019048,13.07647619,9.579238095,3.824733333,,9.644047619,0,,3.096057143,0,13.59719048,,2.819790476,,4.085961905,11.70595238,,10.98528571,10.0201619,12.83438095,8.836571429,12.98280952,39.00019048,31.02228571,34.52571429,12.14461905,35.96842857,30.19180952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12.49,11.05,,3.22,,,23.23493333,28.51246667,16.68386667,24.3994,36.8544,52.57806667,48.86653333,42.55013333,43.41286667,46.852,18.7838,31.73446667,28.4516,38.36573333,21.62546667,34.5418,32.79253333,47.5376,58.93773333,57.96026667,63.7104,67.96006667,61.80013333,72.9662,63.28166667,57.59973333,28.14390476,17.92580952,26.05995238,20.65942857,0,1.796952381,12.22533333,8.784285714,2.689438095,,8.1572,0,,2.293485714,,12.59128571,,2.034161905,,2.675428571,10.2395619,,9.207314286,8.899247619,11.73371429,7.939752381,12.01719048,38.17261905,30.09061905,33.29904762,11.12880952,35.05314286,29.32095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11.51,9.89,,,,,22.33653333,27.62073333,15.68253333,23.5166,35.9752,51.6588,47.62846667,41.48853333,42.67133333,45.8402,17.80826667,30.75613333,27.30893333,37.49366667,20.64086667,33.5904,31.8128,47.01833333,58.5488,57.51606667,62.93433333,67.39293333,61.23106667,72.44666667,62.6366,56.8886,27.08138095,16.9157619,25.00119048,19.34557143,0,1.520857143,11.50380952,8.002504762,1.674228571,,,0,,1.534904762,,11.77638095,,1.203590476,,1.378904762,8.761485714,,7.490495238,7.811190476,10.6577619,7.053171429,11.12909524,37.4227619,29.348,32.31542857,10.09627143,34.16952381,28.37414286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.61,8.91,,,,,21.35773333,26.7668,14.81706667,22.67326667,35.21946667,50.55906667,46.66946667,40.4856,41.76253333,45.04526667,16.84746667,29.78853333,26.2188,36.6708,19.5828,32.69913333,30.80126667,46.4706,58.12893333,57.1396,62.29273333,66.92226667,60.57646667,71.9926,62.0022,56.2546,26.14485714,15.9527619,24.05914286,17.95152381,,,10.7342381,7.28647619,0.851019048,,,,,0.814857143,,10.97114286,,0.476695238,,0.234038095,7.329990476,,5.873066667,6.756771429,9.615828571,6.206257143,10.27620952,36.67304762,28.62519048,31.35209524,9.125561905,33.438,27.68938095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.57166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9.71,7.86,,,,,20.42193333,25.8514,13.79513333,21.79793333,34.67366667,49.4568,45.64673333,39.47286667,40.83553333,44.1924,15.92073333,28.9352,25.20546667,35.91606667,18.60586667,31.815,29.90153333,45.8654,57.6296,56.7688,61.65533333,66.45566667,59.996,71.52473333,61.38006667,55.65986667,25.12257143,15.01442857,23.16933333,16.56304762,,,9.972285714,6.595504762,0.291152381,,,,,0.175371429,,10.07794286,,0,,0,5.996619048,,4.298895238,5.765304762,8.623257143,5.420961905,9.504847619,35.82438095,27.6857619,30.26461905,8.176066667,32.63880952,26.89671429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.56333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6.91,,,,,19.46053333,25.12613333,12.78813333,20.86566667,33.5134,48.3282,44.64106667,38.4726,39.95093333,43.22826667,15.0134,28.19626667,24.2236,35.1898,17.62266667,30.8972,28.9846,45.37213333,56.90946667,56.40786667,60.86773333,65.96453333,59.49093333,71.03366667,60.8172,55.09413333,24.1357619,14.17571429,22.38433333,15.28266667,,,9.152609524,5.93172381,0.074247619,,,,,0,,9.132933333,,0,,,4.783819048,,2.790742857,5.17512,7.657657143,4.97972,9.08104,35.05380952,26.84204762,29.14361905,7.278395238,31.75052381,25.98485714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5.99,,,,,18.5528,24.19593333,11.8894,20.01913333,32.50993333,47.19246667,43.63013333,37.54146667,39.09213333,42.54946667,14.1008,27.3838,23.23293333,34.4302,16.66966667,29.98646667,28.20126667,44.839,56.50293333,55.99926667,59.91,65.46193333,59.0168,70.524,60.23713333,54.46846667,23.14214286,13.35619048,21.4587619,14.00614286,,,8.447619048,5.311390476,,,,,,,,8.396790476,,,,,3.566180952,,1.393542857,,6.718780952,,,34.33685714,26.20528571,28.197,6.3758,30.97290476,25.12519048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5.11,,,,,17.67513333,23.39673333,11.0288,19.13186667,31.74606667,46.18986667,42.6556,36.5378,38.18486667,41.7388,13.17626667,26.66166667,22.179,33.59893333,15.78286667,29.10306667,27.32786667,44.29286667,56.17786667,55.6318,59.12146667,64.95913333,58.40733333,69.93746667,59.5634,53.76026667,22.15842857,12.63257143,20.62790476,12.76004762,,,7.721057143,4.723190476,,,,,,,,7.732180952,,,,,2.360457143,,0.162838095,,6.1856,,,33.59490476,25.48885714,27.26519048,5.53822381,30.33661905,24.4667619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,16.75873333,22.54693333,10.11401333,18.31306667,30.81026667,45.30686667,41.62853333,35.56,37.355,40.8506,12.3112,25.87853333,21.1454,32.79193333,14.9264,28.2156,26.38573333,43.58146667,55.82893333,55.2526,58.4216,64.4926,57.75946667,69.446,58.99753333,53.12706667,21.22185714,11.83333333,19.74057143,11.54785714,,,6.967971429,4.176704762,,,,,,,,7.020133333,,,,,1.25732381,,0,,,,,32.77814286,24.61233333,26.18685714,4.733833333,29.64047619,23.7732381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,15.83673333,21.7908,9.246373333,17.4484,29.82353333,44.3674,40.6702,34.5936,36.54146667,40.0206,11.44833333,25.08946667,20.15313333,32.00413333,14.05046667,27.32066667,25.53813333,42.93386667,55.4516,54.82573333,57.77526667,64.02073333,57.22206667,69.05946667,58.45746667,52.569,20.31652381,11.15461905,19.12514286,10.37348571,,,6.313028571,3.721904762,,,,,,,,6.285352381,,,,,0.262342857,,,,,,,32.03428571,23.84866667,25.13919048,3.976342857,28.81028571,22.91319048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,14.938,20.9924,8.355573333,16.6988,28.94986667,43.1818,39.8096,33.64466667,35.58893333,39.17513333,10.5996,24.3776,19.184,31.2606,13.13606667,26.50933333,24.7408,42.3802,55.0286,54.38013333,57.19926667,63.55386667,56.7328,68.73706667,57.86433333,52.02733333,19.40795238,10.72304762,18.6382381,9.212085714,,,5.646885714,3.574733333,,,,,,,,5.700428571,,,,,0,,,,,,,31.28666667,23.1687619,24.24595238,3.242095238,28.12842857,22.14585714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,14.07253333,20.26493333,7.447573333,15.9262,28.20346667,42.25846667,38.77233333,32.64506667,34.83106667,38.35426667,9.7648,23.68026667,18.24626667,30.53866667,12.25626667,25.70933333,23.99853333,41.87106667,54.57573333,53.88353333,56.537,63.06753333,56.17533333,68.1646,57.26433333,51.46726667,18.5147619,10.03450952,18.08557143,8.153590476,,,4.9328,3.279019048,,,,,,,,5.134190476,,,,,,,,,,,,30.447,22.36080952,23.36809524,2.570719048,27.51014286,21.50704762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,13.20593333,19.45553333,6.563346667,15.1174,27.43013333,41.28933333,37.79193333,31.69746667,33.88273333,37.59133333,8.9558,22.96746667,17.36373333,29.88546667,11.43106667,24.877,23.28153333,41.32793333,54.00466667,53.39653333,55.76066667,62.55073333,55.6524,67.6158,56.51186667,50.8534,17.61209524,9.187409524,,7.13492381,,,4.293485714,,,,,,,,,4.55312381,,,,,,,,,,,,29.63214286,21.47009524,22.35657143,2.001128571,26.80414286,20.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,12.3812,18.66333333,5.64476,14.417,26.66886667,40.41993333,36.97546667,30.6968,33.0688,36.71793333,8.19128,22.23206667,16.48466667,29.21813333,10.61753333,24.09906667,22.57733333,40.6794,53.5372,52.8524,55.02753333,62.037,54.9948,67.15013333,55.8684,50.24253333,16.72609524,8.355690476,,6.173171429,,,3.713733333,,,,,,,,,4.08167619,,,,,,,,,,,,28.92466667,20.87633333,21.36928571,1.508414286,26.06695238,20.14719048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,11.5452,17.92453333,4.686133333,13.58273333,25.89286667,39.46666667,35.99586667,29.69693333,32.1742,35.7128,7.443653333,21.5264,15.56166667,28.47986667,9.836026667,23.30633333,21.7648,40.03913333,53.05646667,52.4348,54.36506667,61.65433333,54.47966667,66.7262,55.28746667,49.5408,15.91185714,7.518252381,,5.290495238,,,3.1178,,,,,,,,,3.692933333,,,,,,,,,,,,28.10847619,20.288,20.512,1.074628095,25.46585714,19.45285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,10.74353333,17.1148,3.678786667,12.85,25.07466667,38.53526667,34.9714,28.6686,31.50093333,34.8136,6.713106667,20.9146,14.68166667,27.77846667,9.044146667,22.49386667,20.9286,39.4622,52.58366667,51.98186667,53.70333333,61.2848,53.93326667,66.355,54.7782,48.84233333,15.11580952,6.74432381,,4.460157895,,,2.529419048,,,,,,,,,3.197,,,,,,,,,,,,27.30528571,19.60161905,19.66052381,0.715714286,24.91990476,18.89038095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,9.92888,16.3152,2.69152,12.10053333,24.26146667,37.65833333,33.9326,27.70746667,30.70313333,34.02326667,5.997226667,20.398,13.832,27.07506667,8.270346667,21.68906667,20.16846667,38.9314,52.09853333,51.47746667,53.0464,60.8438,53.42413333,65.9102,54.27146667,48.21653333,14.33909524,6.026590476,,0,,,1.976133333,,,,,,,,,2.711952381,,,,,,,,,,,,26.55342857,18.96028571,18.69004762,0.430666667,24.30419048,18.28561905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,9.1256,15.58373333,1.729053333,11.294,23.49253333,36.84106667,32.98273333,26.76733333,29.84046667,33.24486667,5.2988,19.8874,13.021,26.46186667,7.514893333,20.9318,19.5004,38.43746667,51.70066667,50.93226667,52.3358,60.40233333,52.83346667,65.38393333,53.65126667,47.56766667,13.53838095,5.25292381,,,,,1.65995,,,,,,,,,2.395009524,,,,,,,,,,,,25.83333333,18.49671429,17.84342857,0.180491571,23.74485714,17.61871429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8.362213333,14.90746667,0.807413333,10.51193333,22.64533333,36.03013333,32.06933333,25.8642,28.99746667,32.46186667,4.63092,19.31213333,12.2578,25.86026667,6.826346667,20.20886667,18.80486667,37.97426667,51.26013333,50.4884,51.65853333,59.9322,52.20766667,64.85233333,52.99913333,46.93793333,12.73795238,4.522247619,,,,,,,,,,,,,,,,,,,,,,,,,,25.0637619,17.92666667,17.09147619,0.007936524,23.21152381,17.06904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,7.65172,14.21793333,0.09176,9.84788,21.9768,35.06686667,31.1502,24.92473333,28.3218,31.76673333,4.005746667,18.6722,11.49613333,25.2184,6.132613333,19.53626667,18.16493333,37.44706667,50.78146667,50.0832,51.08033333,59.4856,51.6694,64.3984,52.35786667,46.28133333,12.0057619,3.851514286,,,,,,,,,,,,,,,,,,,,,,,,,,24.30528571,17.24866667,16.311,0,22.67528571,16.60738095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,6.9496,13.55713333,0,9.20044,21.2052,34.1384,30.28653333,24.0056,27.64086667,31.01646667,3.43472,18.168,10.73573333,24.5798,5.457026667,18.76826667,17.31953333,37.03466667,50.3096,49.64606667,50.53053333,59.0902,51.1156,64.03013333,51.7892,45.62753333,11.37042857,3.205066667,,,,,,,,,,,,,,,,,,,,,,,,,,23.61157143,16.68047619,15.46414286,,22.09680952,16.03171429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,6.289333333,12.86893333,,8.538293333,20.5216,33.25106667,29.39693333,23.1244,26.99646667,30.2866,2.859746667,17.69793333,9.9866,23.93906667,4.787373333,18.01273333,16.58733333,36.57646667,49.7942,49.19,49.99186667,58.7012,50.59253333,63.7026,51.28873333,45.05346667,10.57609524,2.559552381,,,,,,,,,,,,,,,,,,,,,,,,,,22.91204762,16.21052381,14.69904762,,21.56742857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5.646866667,12.21686667,,7.875946667,19.69513333,32.38953333,28.49813333,22.2302,26.22346667,29.56206667,2.298586667,17.25653333,9.2732,23.3548,4.1476,17.27713333,15.87013333,36.15113333,49.42733333,48.66853333,49.38113333,58.22033333,50.13,63.27546667,50.70506667,44.50493333,9.735238095,1.998166667,,,,,,,,,,,,,,,,,,,,,,,,,,22.22085714,15.70280952,13.94852381,,21.04052381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,5.022053333,11.59373333,,7.291866667,18.99206667,31.59726667,27.64746667,21.35713333,25.50533333,28.7496,1.742493333,16.81933333,8.5892,22.7878,3.517906667,16.5596,15.22146667,35.646,49.1038,48.23273333,48.73366667,57.735,49.6128,62.7014,50.10286667,43.904,8.978133333,0,,,,,,,,,,,,,,,,,,,,,,,,,,21.55790476,15.23819048,13.17295238,,20.48428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4.427533333,10.95926667,,6.642573333,18.24093333,30.7928,26.7932,20.485,24.78966667,27.96293333,1.23328,16.4072,7.92744,22.2028,2.888386667,15.86446667,14.50186667,35.11326667,48.7704,47.8124,48.13473333,57.275,49.0424,62.22593333,49.48226667,43.2508,8.289685714,,,,,,,,,,,,,,,,,,,,,,,,,,,20.92833333,14.81795238,12.40861905,,19.97071429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3.840573333,10.34493333,,6.051653333,17.48353333,29.9876,25.94133333,19.64126667,24.03466667,27.29713333,0.76544,15.97573333,7.281366667,21.63826667,2.288026667,15.20333333,13.85413333,34.55066667,48.33033333,47.36206667,47.57573333,56.86346667,48.5082,61.8042,48.87366667,42.5626,7.493466667,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2942381,14.3597619,11.74214286,,19.5442381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3.271293333,9.748373333,,5.474413333,16.77446667,29.26333333,25.0908,18.7604,23.296,26.56433333,0.338146667,15.5464,6.646573333,21.08826667,1.73148,14.56733333,13.20426667,33.9788,47.73233333,46.86813333,47.03706667,56.43926667,48.06666667,61.40453333,48.3774,41.8466,6.641980952,,,,,,,,,,,,,,,,,,,,,,,,,,,19.68171429,13.85195238,11.03914286,,19.03490476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2.719266667,9.174786667,,4.929946667,16.07566667,28.506,24.25706667,17.9646,22.64306667,25.82033333,0.030946667,15.16166667,6.0157,20.54913333,1.182466667,13.92573333,12.55366667,33.42526667,47.2524,46.3318,46.44713333,55.96893333,47.58826667,60.92773333,47.90586667,41.23133333,5.907180952,,,,,,,,,,,,,,,,,,,,,,,,,,,19.10328571,13.40471429,10.32322381,,18.48404762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
