%AS 1 ,%AS 2,%AS 3,%AS 4,%AS 5,%AS 6,%AS 7,%AS 8,%AS 9,%AS 10,%AS 11,%AS 12,%AS 13,%AS 14,%AS 15,%AS 16,%AS 17,%AS 18,%AS 19,%AS 20,%AS 21,%AS 22,%AS 23,%AS 24,%AS 25,%AS 26,%AS 27,%AS 28,%AS 29,%AS 30,%AS 31,%AS 32,%AS 33,%AS 34,%AS 36,%AS 38,%AS 39,%AS 40,%AS 41,%AS 42,%AS 43,%AS 44,%AS 45,%AS 46,%AS 47,%AS 48,%AS 49,%AS 50,%AS 51,%AS 52,%AS 53,%AS 56,%AS 57,%AS 58,%AS 59,%AS 60,%AS 61,%AS 62,%AS 63,%AS 64,%AS 65,%AS 66,%AS 67,%AS 68,%AS 69,%AS 70,%AS 71,%AS 72,%AS 73,%AS 74,%AS 75,%AS 76,%AS 77,%AS 78,%AS 79,%AS 80,%AS 81,%AS 82,%AS 83,%AS 84,%AS 85,%AS 86,%AS 87,%AS 88,%AS 89,%AS 90,%AS 91,%AS 92,%AS 93,%AS 94,%AS 95,%AS 96,%AS 97,%AS 98,%AS 99,%AS 100,%AS 101,%AS 102,%AS 103,%AS 104,%AS 105,%AS 106,%AS 107,%AS 108,%AS 109,%AS 110,%AS 111,%AS 112,%AS 113,%AS 114,%AS 115,%AS 116,%AS 117,%AS 118,%AS 119,%AS 120,%AS 121,%AS 122,%AS 123,%AS 124,%AS 125,%AS 126,%AS 127,%AS 128,%AS 129,%AS 130,%AS 131,%AS 132,%AS 133,%AS 134,%AS 135,%AS 136,%AS 137,%AS 138,%AS 139,%AS 140,%AS 141,%AS 142,%AS 143
,,,,,,,,2.191093333,8.596266667,,4.378813333,15.38293333,27.6844,23.4754,17.10453333,22.0794,25.08573333,0.004,14.76446667,5.402926667,20.00153333,0.687493333,13.25906667,11.90053333,32.8376,46.87566667,45.77753333,45.7892,55.53093333,47.16273333,60.47253333,47.23186667,40.62626667,5.116866667,,,,,,,,,,,,,,,,,,,,,,,,,,,18.51,12.94519048,9.673133333,,18.01028571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.709346667,8.0612,,3.855706667,14.734,26.91973333,22.661,16.27633333,21.4456,24.40813333,0.004,14.34933333,4.802626667,19.48553333,0.23688,12.61646667,11.28946667,32.21413333,46.47726667,45.28973333,45.12646667,55.07373333,46.6214,59.97746667,46.60046667,39.89186667,4.329495238,,,,,,,,,,,,,,,,,,,,,,,,,,,17.93795238,12.46304762,9.070928571,,17.56042857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1.232506667,7.52848,,3.38544,14.19146667,26.18726667,21.87893333,15.416,20.8422,23.62126667,0.004,13.8932,4.212493333,18.9738,0.003773333,12.0058,10.68093333,31.58913333,46.0636,44.7954,44.51006667,54.6686,46.17546667,59.5294,46.0406,39.2724,3.6016,,,,,,,,,,,,,,,,,,,,,,,,,,,17.39757143,11.99566667,8.443952381,,17.0557619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.8012,6.99104,,2.94604,13.56546667,25.38553333,21.07966667,14.62393333,20.17046667,22.8434,0.004,13.4936,3.640133333,18.48366667,0,11.40873333,10.08518667,30.97453333,45.67386667,44.3138,43.857,54.26706667,45.69793333,59.12033333,45.49826667,38.5974,3.042980952,,,,,,,,,,,,,,,,,,,,,,,,,,,16.82695238,11.48909524,7.825195238,,16.59014286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.40032,6.470786667,,2.55496,12.92946667,24.6128,20.2726,13.84233333,19.49786667,22.25166667,0.004,13.072,3.100506667,17.96986667,0,10.7706,9.451573333,30.39106667,45.2706,43.81433333,43.2822,53.8734,45.2578,58.75813333,44.97533333,37.96686667,2.442780952,,,,,,,,,,,,,,,,,,,,,,,,,,,16.28280952,10.95938095,7.265485714,,16.14933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.065346667,5.963306667,,2.163986667,12.3506,23.85373333,19.4688,13.1054,18.828,21.6702,0.004,12.7006,2.56796,17.4302,0,10.15410667,8.891546667,29.74833333,44.89573333,43.30546667,42.64833333,53.3836,44.69473333,58.319,44.3634,37.3652,1.827457143,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75642857,10.46709524,6.714452381,,15.66138095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,5.45656,,1.788146667,11.76846667,23.1378,18.6916,12.33473333,18.16946667,21.0296,0.004,12.29553333,2.064693333,16.889,0,9.55708,8.2564,29.1422,44.492,42.8244,42.0754,52.97446667,44.09326667,57.83673333,43.75033333,36.77086667,1.354914286,,,,,,,,,,,,,,,,,,,,,,,,,,,15.20209524,9.930819048,6.160719048,,15.17614286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,4.93804,,1.449986667,11.13986667,22.36693333,17.94946667,11.60213333,17.46593333,20.408,0.004,11.91,1.58456,16.36173333,0,8.952146667,7.680746667,28.556,44.04033333,42.35413333,41.613,52.6396,43.54626667,57.41786667,43.19653333,36.19233333,1.079542857,,,,,,,,,,,,,,,,,,,,,,,,,,,14.67590476,9.396428571,5.615814286,,14.71709524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,4.437266667,,1.086826667,10.6394,21.62633333,17.19393333,10.8454,16.77213333,19.83046667,0.004,11.49246667,1.114813333,15.81486667,0,8.354013333,7.099306667,27.9388,43.60366667,41.88193333,41.17293333,52.2966,42.97253333,57.01246667,42.6662,35.67966667,0.847066667,,,,,,,,,,,,,,,,,,,,,,,,,,,14.15328571,8.895719048,5.102009524,,14.24180952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,3.961133333,,0.693546667,10.15964,20.87173333,16.429,10.10293333,16.09566667,19.31333333,0.004,11.11253333,0.70512,15.2544,0,7.784453333,6.49888,27.377,43.16273333,41.37333333,40.7396,51.89713333,42.45746667,56.56046667,42.11266667,35.05606667,0.682672727,,,,,,,,,,,,,,,,,,,,,,,,,,,13.61409524,8.362233333,4.593561905,,13.75171429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,3.50324,,0.31752,9.648346667,20.19833333,15.6798,9.383453333,15.50686667,18.74486667,0.004,10.74586667,0.366493333,14.6914,0,7.178386667,5.929093333,26.78913333,42.72873333,40.84233333,40.2918,51.50873333,41.8596,56.18846667,41.56786667,34.4108,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.10395238,7.845895238,4.087285714,,13.32733333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,3.064853333,,0.03536,9.13768,19.5158,14.96126667,8.65988,14.9356,18.1152,0.004,10.36173333,0.184306667,14.10333333,0,6.5892,5.376426667,26.21753333,42.26806667,40.33446667,39.7404,51.15793333,41.3294,55.89033333,41.04626667,33.77926667,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.58014286,7.33347619,3.59482381,,12.8442381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,2.639893333,,0,8.604986667,18.8302,14.25,7.93132,14.35046667,17.4622,0.004,9.987686667,0.169373333,13.51513333,0,5.986493333,4.838173333,25.62806667,41.81446667,39.8454,39.28973333,50.834,40.73353333,55.51133333,40.54293333,33.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.02642857,6.735138095,3.122014286,,12.40152381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,2.216226667,,0,8.14636,18.1972,13.51713333,7.22912,13.71146667,16.818,0.004,9.6286,0.17376,12.9642,0,5.416253333,4.268213333,25.0216,41.3742,39.39386667,38.7838,50.39793333,40.12813333,55.14406667,39.9792,32.52413333,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.46709524,6.115409524,2.687395238,,11.99504762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,1.814373333,,0,7.660853333,17.56926667,12.8072,6.58656,13.05886667,16.21586667,0.004,9.28964,0.17988,12.35953333,0,4.84244,3.776933333,24.43253333,40.98613333,38.8686,38.28366667,50.01906667,39.55586667,54.773,39.35026667,31.88813333,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95361905,5.586328571,2.264419048,,11.53571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,1.424933333,,0,7.179373333,16.97566667,12.05046667,5.970773333,12.44353333,15.68906667,0.004,8.947233333,0.187773333,11.82793333,0,4.280266667,3.293933333,23.84566667,40.5664,38.35806667,37.7944,49.62906667,38.9806,54.40226667,38.68346667,31.30086667,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4857619,5.099719048,1.860438095,,11.11838095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,1.041866667,,0,6.798013333,16.35813333,11.31406667,5.367266667,11.88953333,15.222,0.004,8.619093333,0.188533333,11.25733333,0,3.742853333,2.88576,23.26466667,40.14666667,37.87413333,37.2638,49.18106667,38.3722,54.05246667,38.14006667,30.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.992395238,4.577028571,1.480452381,,10.71342857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,0.692266667,,0,6.44088,15.70306667,10.63146667,4.778306667,11.34513333,14.74873333,0.004,8.276146667,0.188293333,10.72246667,0,3.21168,2.503013333,22.68213333,39.69993333,37.3668,36.8028,48.80413333,37.82966667,53.7232,37.63486667,30.14626667,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.496104762,4.009633333,1.129920952,,10.25242857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,0.399626667,,0,6.051906667,15.06906667,9.983613333,4.19008,10.81353333,14.23653333,0.004,7.95726,0.186613333,10.14196,0,2.690933333,2.118333333,22.12893333,39.27306667,36.81746667,36.2832,48.4084,37.2462,53.32113333,37.09366667,29.53253333,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.048671429,3.502266667,0.811413333,,9.814038095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,0.200042857,,0,5.6862,14.40613333,9.34796,3.61552,10.21596,13.6984,0.004,7.6215,0.184626667,9.620653333,0,2.186266667,1.719,21.55966667,38.84813333,36.25386667,35.6112,47.9292,36.67226667,52.9228,36.47586667,28.9846,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.628671429,3.013671429,0.526792381,,9.335047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,0,,0,5.315546667,13.83433333,8.72616,3.053066667,9.679306667,13.186,0.004,7.275266667,0.185613333,9.08932,0,1.71556,1.33164,20.99866667,38.4378,35.67766667,34.97333333,47.49606667,36.09773333,52.51646667,35.87333333,28.44533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.199571429,2.529309524,,,8.898971429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,0,,0,4.94676,13.29786667,8.08784,2.496266667,9.19128,12.7312,0.004,6.95122,0.187786667,8.56532,0,1.28452,0.954626667,20.45833333,37.92473333,35.10946667,34.2728,47.06633333,35.46926667,52.09446667,35.30453333,27.8916,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.745347619,2.004914286,,,8.429442857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.0034,0,,0,4.55824,12.76566667,7.461733333,1.97788,8.735546667,12.2936,0.004,6.611886667,0.192,8.075386667,0,0.879053333,0.609226667,19.92693333,37.41566667,34.54866667,33.6606,46.62593333,34.8988,51.60213333,34.77486667,27.35166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.284190476,1.439171429,,,7.992747619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4.164426667,12.23573333,6.855186667,1.457333333,8.313466667,11.86353333,0.004,6.29674,0.19568,7.588093333,0,0.517666667,0.27032,19.39653333,36.96053333,34.03886667,33.08966667,46.21413333,34.34513333,51.20993333,34.2974,26.77493333,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85632381,0.907950952,,,7.585157143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.80488,11.6844,6.302813333,0.969573333,7.856813333,11.38186667,0.004,5.956266667,0.190893333,7.12184,0,0.200333333,0.026013333,18.87873333,36.5206,33.48586667,32.52053333,45.78766667,33.80293333,50.801,33.82533333,26.24746667,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.452733333,0.407667143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.476733333,11.1302,5.771706667,0.506826667,7.37624,10.94713333,0.004,5.6246,0.18336,6.680893333,0,0.01684,-0.003,18.42033333,36.08626667,32.94466667,31.94,45.33126667,33.27766667,50.31026667,33.2946,25.69586667,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.139853333,10.60133333,5.254226667,0.113266667,6.873386667,10.54406667,0.004,5.29388,0.180906667,6.224093333,0,0.0122,-0.003,17.936,35.63306667,32.3622,31.19646667,44.91353333,32.68726667,49.87993333,32.69586667,25.1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.574128571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.867615385,10.08984,4.747333333,-0.0028,6.3716,10.13750667,0.004,4.95036,0.18932,5.811586667,0,0.0122,-0.003,17.4236,35.12,31.87346667,30.53633333,44.51246667,32.05226667,49.46286667,32.1522,24.60253333,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.184161905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0,9.606746667,4.26648,-0.0028,5.90788,9.730506667,0.004,4.628786667,0.189986667,5.39176,0,0.0122,-0.003,16.9334,34.7034,31.4364,29.9824,44.11813333,31.45793333,48.97366667,31.64886667,24.06806667,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.802095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0,9.109306667,3.794106667,-0.0028,5.500533333,9.309306667,0.004,4.32772,0.185786667,4.985826667,0,0.0122,-0.003,16.4386,34.28673333,30.96366667,29.35526667,43.6512,30.90593333,48.50906667,31.14613333,23.58566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.386452381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0,8.586386667,3.343733333,-0.0028,5.096706667,8.845306667,0.004,4.053773333,0.188373333,4.591813333,0,0.0122,-0.003,15.9484,33.901,30.42666667,28.64546667,43.16633333,30.3412,48.07166667,30.61553333,23.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.970047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,8.1192,2.904973333,-0.0028,4.667413333,8.412973333,0.004,3.800946667,0.194466667,4.235786667,0,0.0122,-0.003,15.4538,33.58786667,29.89886667,27.9954,42.67593333,29.7402,47.62353333,30.10433333,22.50766667,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.560947619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7.679186667,2.459026667,,4.25416,8.009226667,0.004,3.539673333,0.196146667,3.870146667,0,0.0122,-0.003,14.97246667,33.26633333,29.34046667,27.4274,42.2576,29.16,47.17326667,29.58326667,21.98993333,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.205785714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7.241693333,2.011333333,,3.907066667,7.653613333,0.004,3.270906667,0.2028,3.540173333,0,0.0122,-0.003,14.5056,32.84866667,28.69773333,26.8496,41.89026667,28.54826667,46.69013333,29.103,21.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.843119048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6.817853333,1.577013333,,3.584693333,7.280373333,0.004,2.996686667,0.20656,3.211613333,0,0.0122,-0.003,14.07326667,32.44633333,28.07773333,26.33253333,41.45846667,27.9856,46.2496,28.62633333,20.94966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.445395238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,6.39008,1.169706667,,3.27904,6.91136,0.004,2.726286667,0.207146667,2.887453333,0,0.0122,-0.003,13.6648,32.03653333,27.45813333,25.6724,41.00873333,27.4252,45.79466667,28.14233333,20.43566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5.95796,0.812213333,,2.96872,6.528066667,0.004,2.466913333,0.20732,2.564586667,0,0.0122,-0.003,13.21313333,31.56773333,26.938,24.9558,40.5486,26.87313333,45.3394,27.6016,19.95853333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.683752381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5.532666667,0.50156,,2.666186667,6.185626667,0.004,2.18876,0.20988,2.25756,0,0.0122,-0.003,12.75513333,31.14453333,26.44393333,24.26213333,40.08813333,26.33266667,44.85893333,27.1182,19.46213333,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,5.128706667,0.26972,,2.379106667,5.843386667,0.004,1.91324,0.20928,1.97308,0,0.0122,-0.003,12.3322,30.62353333,25.94566667,23.66526667,39.62746667,25.7916,44.43946667,26.62573333,18.9838,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.631428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4.76496,0.19748,,2.108253333,5.498266667,0.004,1.672106667,0.208173333,1.680346667,0,0.0122,-0.003,11.93326667,30.12793333,25.4446,23.0512,39.20566667,25.31406667,43.95353333,26.134,18.4942,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.310365714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4.41804,0.191053333,,1.842693333,5.16704,0.004,1.442146667,0.210826667,1.4134,0,0,-0.003,11.51506667,29.77706667,24.91733333,22.43286667,38.7798,24.8066,43.4906,25.63566667,17.98293333,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4.057386667,0.187146667,,1.58712,4.813906667,0.004,1.192553333,0.213506667,1.17156,0,0,-0.003,11.06186667,29.49306667,24.37793333,21.85466667,38.30273333,24.27753333,42.939,25.09513333,17.48073333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3.702986667,0.18132,,1.352453333,4.45772,0.004,0.939762,0.217666667,0.958826667,0,,,10.64833333,29.13186667,23.895,21.2464,37.82446667,23.80333333,42.37626667,24.5978,16.99386667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3.349213333,0.179386667,,1.121133333,4.11536,0.004,0.705622,0.2214,0.713706667,0,,,10.26213333,28.7464,23.33186667,20.604,37.36566667,23.3368,41.83293333,24.12466667,16.5118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,3.019653333,0.18204,,0.90136,3.784053333,0.004,0.487645333,0.224426667,0.516053333,0,,,9.874553333,28.3718,22.6714,19.86973333,36.90826667,22.84353333,41.3254,23.63186667,16.0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2.692413333,0.184266667,,0.68972,3.437066667,0.004,0.295444,0.222693333,0.373573333,0,,,9.44344,28.056,22.02513333,19.30426667,36.47313333,22.3556,40.8734,23.1558,15.5762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2.37532,0.185733333,,0.475946667,3.079973333,0.004,0.109466733,0.224226667,0.239986667,0,,,9.051833333,27.70686667,21.49233333,18.75546667,36.03026667,21.90093333,40.36913333,22.676,15.11993333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2.067146667,0.186106667,,0.25596,2.744733333,0.004,0.0006,0.222813333,0.13876,0,,,8.6743,27.3484,20.96806667,18.22553333,35.5772,21.50573333,39.86733333,22.16966667,14.67726667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.76948,0.185626667,,0.038906667,2.4102,0.004,0,0.219146667,0.08392,0,,,8.256733333,26.9496,20.45226667,17.75693333,35.1792,21.07933333,39.41753333,21.69653333,14.21553333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.47392,0.184546667,,-0.002,2.07556,0.004,0,0.21952,0.060026667,0,,,7.89664,26.61813333,19.93273333,17.37146667,34.7798,20.60233333,38.9712,21.1852,13.75586667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.18152,0.18432,,-0.002,1.79692,0.004,0,0.220453333,0.04884,0,,,7.518333333,26.31506667,19.347,16.93333333,34.362,20.16193333,38.50753333,20.67973333,13.28686667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.887546667,0.182533333,,-0.002,1.478053333,0.004,0,0.220213333,0.056106667,0,,,7.147466667,25.95206667,18.7156,16.5268,34.00246667,19.76153333,38.07793333,20.20226667,12.85346667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.610933333,0.18368,,-0.002,1.142706667,0.004,0,0.2284,0.061306667,0,,,6.743853333,25.60966667,18.15213333,16.14453333,33.61433333,19.36473333,37.69393333,19.72713333,12.43913333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.330893333,0.18264,,-0.002,0.82684,0.004,0,0.226893333,0.058213333,0,,,6.37676,25.24913333,17.63953333,15.78313333,33.2616,18.92506667,37.342,19.25593333,11.99966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.076293333,0.18328,,-0.002,0.574226667,0.004,0,0.226466667,0.057786667,0,,,5.997953333,24.75086667,17.12853333,15.44786667,32.8844,18.5218,36.97393333,18.78146667,11.5834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
