%AS 1 ,%AS 2,%AS 3,%AS 4,%AS 5,%AS 6,%AS 7,%AS 8,%AS 9,%AS 10,%AS 11,%AS 12,%AS 13,%AS 14,%AS 15,%AS 16,%AS 17,%AS 18,%AS 19,%AS 20,%AS 21,%AS 22,%AS 23,%AS 24,%AS 25,%AS 26,%AS 27,%AS 28,%AS 29,%AS 30,%AS 31,%AS 32,%AS 33,%AS 34,%AS 36,%AS 38,%AS 39,%AS 40,%AS 41,%AS 42,%AS 43,%AS 44,%AS 45,%AS 46,%AS 47,%AS 48,%AS 49,%AS 50,%AS 51,%AS 52,%AS 53,%AS 56,%AS 57,%AS 58,%AS 59,%AS 60,%AS 61,%AS 62,%AS 63,%AS 64,%AS 65,%AS 66,%AS 67,%AS 68,%AS 69,%AS 70,%AS 71,%AS 72,%AS 73,%AS 74,%AS 75,%AS 76,%AS 77,%AS 78,%AS 79,%AS 80,%AS 81,%AS 82,%AS 83,%AS 84,%AS 85,%AS 86,%AS 87,%AS 88,%AS 89,%AS 90,%AS 91,%AS 92,%AS 93,%AS 94,%AS 95,%AS 96,%AS 97,%AS 98,%AS 99,%AS 100,%AS 101,%AS 102,%AS 103,%AS 104,%AS 105,%AS 106,%AS 107,%AS 108,%AS 109,%AS 110,%AS 111,%AS 112,%AS 113,%AS 114,%AS 115,%AS 116,%AS 117,%AS 118,%AS 119,%AS 120,%AS 121,%AS 122,%AS 123,%AS 124,%AS 125,%AS 126,%AS 127,%AS 128,%AS 129,%AS 130,%AS 131,%AS 132,%AS 133,%AS 134,%AS 135,%AS 136,%AS 137,%AS 138,%AS 139,%AS 140,%AS 141,%AS 142,%AS 143
,,,,,,,,,,,,,0,0.184546667,,-0.002,0.33984,0.004,0,0.228,0.0592,0,,,5.67384,24.13393333,16.6122,15.1068,32.52086667,18.08866667,36.58213333,18.33793333,11.1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.190013333,,-0.002,0.101813333,0.004,0,0.221826667,0.053866667,0,,,5.33146,23.77686667,16.10306667,14.80126667,32.1866,17.715,36.27173333,17.8808,10.7164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.189493333,,-0.002,0.002,0.004,0,0.221333333,0.042306667,0,,,4.997653333,23.47893333,15.561,14.444,31.8342,17.30593333,35.883,17.41473333,10.35266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.192586667,,-0.002,0.002,0.004,0,0.217866667,0.043773333,0,,,4.649926667,23.0966,15.0586,14.08113333,31.465,16.87193333,35.4834,16.9586,9.977986667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.189053333,,-0.002,,0.004,0,0.22228,0.040186667,0,,,4.33408,22.72353333,14.61,13.72206667,31.07993333,16.443,35.1086,16.50393333,9.589173333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.182706667,,-0.002,,0.004,0,0.22044,0.055,0,,,4.01116,22.31393333,14.106,13.3734,30.6924,16.03133333,34.7158,16.08293333,9.1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.180293333,,-0.002,,0.004,0,0.227226667,0.051293333,0,,,3.704273333,21.9476,13.5734,13.05113333,30.34673333,15.63626667,34.33633333,15.66426667,8.84128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.184973333,,-0.002,,0.004,0,0.222786667,0.0496,0,,,3.405246667,21.58866667,13.0534,12.73246667,29.9928,15.25173333,33.9542,15.2362,8.484053333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.185906667,,-0.002,,0.004,0,0.222933333,0.045933333,0,,,3.1157,21.22173333,12.59606667,12.3962,29.60926667,14.84446667,33.5412,14.81613333,8.1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.18552,,-0.002,,0.004,0,0.220466667,0.041946667,0,,,2.841426667,20.79053333,12.15586667,12.026,29.23646667,14.4076,33.1128,14.37886667,7.7586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.184106667,,-0.002,,0.004,0,0.219253333,0.04076,0,,,2.572166667,20.426,11.70546667,11.69706667,28.87366667,14.0004,32.7216,13.96693333,7.40152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.183626667,,-0.002,,0.004,0,0.218106667,0.043866667,0,,,2.320533333,19.99933333,11.22,11.3684,28.54606667,13.61753333,32.36166667,13.55933333,7.053666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.18396,,-0.002,,0.004,0,0.2162,0.039026667,0,,,2.08376,19.57253333,10.7242,11.03946667,28.23153333,13.2612,31.96186667,13.16153333,6.723053333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.182706667,,-0.002,,0.004,0,0.221653333,0.03772,0,,,1.856086667,19.20153333,10.27973333,10.67026667,27.82893333,12.8764,31.5264,12.75386667,6.403706667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.190373333,,-0.002,,0.004,0,0.219013333,0.04596,0,,,1.634646667,18.8316,9.80712,10.3332,27.4234,12.47153333,31.07226667,12.3644,6.08092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.192786667,,-0.002,,0.004,0,0.225586667,0.05228,0,,,1.41988,18.46066667,9.272153333,9.988826667,27.07273333,12.08326667,30.67146667,11.97386667,5.7586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.19624,,-0.002,,0.004,0,0.22508,0.051613333,0,,,1.223713333,18.09786667,8.733846667,9.674,26.75666667,11.72066667,30.29593333,11.58613333,5.44456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.197933333,,-0.002,,0.004,0,0.21952,0.05284,0,,,1.035448667,17.76693333,8.245686667,9.349693333,26.44773333,11.34106667,29.89026667,11.20326667,5.137413333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.197293333,,-0.002,,0.004,0,0.218186667,0.04728,0,,,0.840755333,17.39373333,7.811553333,9.024413333,26.07906667,10.95746667,29.48806667,10.81653333,4.838693333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.197293333,,-0.002,,0.004,0,0.21412,0.039946667,0,,,0.674377333,16.98573333,7.36238,8.70288,25.72246667,10.55853333,29.05873333,10.43166667,4.536413333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.19676,,-0.002,,0.004,0,0.212626667,0.036506667,0,,,0.516334,16.59893333,6.86562,8.390453333,25.3842,10.18506667,28.6498,10.06708,4.262386667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.194693333,,-0.002,,0.004,0,0.218346667,0.041266667,0,,,0.364556667,16.20666667,6.409953333,8.08952,25.09233333,9.838813333,28.265,9.715493333,3.984906667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.19176,,-0.002,,0.004,0,0.220266667,0.04324,0,,,0.229666667,15.89073333,5.999433333,7.800906667,24.794,9.503466667,27.8976,9.357013333,3.702373333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.193226667,,-0.002,,0.004,0,0.220373333,0.047453333,0,,,0.119623067,15.53013333,5.606713333,7.5022,24.46086667,9.177533333,27.49886667,9.007426667,3.444266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.193866667,,-0.002,,0.004,0,0.22132,0.04528,0,,,0.023444447,15.186,5.18356,7.219653333,24.11226667,8.843626667,27.1268,8.653866667,3.179546667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.1932,,-0.002,,0.004,0,0.216226667,0.0402,0,,,0,14.78426667,4.71524,6.93664,23.80986667,8.485546667,26.76833333,8.302906667,2.928386667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.190693333,,-0.002,,0.004,0,0.218933333,0.043186667,0,,,0,14.47673333,4.264286667,6.64836,23.53033333,8.1412,26.3214,7.94848,2.686853333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.18888,,-0.002,,0.004,0,0.221,0.044933333,0,,,0,14.13486667,3.8624,6.369853333,23.18746667,7.834013333,25.9458,7.622866667,2.443053333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.1908,,-0.002,,0.004,0,0.229986667,0.053853333,0,,,0,13.76586667,3.523993333,6.098266667,22.8706,7.537173333,25.56853333,7.29028,2.200533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.189306667,,-0.002,,0.004,0,0.225533333,0.049973333,0,,,0,13.3704,3.180906667,5.827573333,22.56286667,7.23484,25.18346667,6.954266667,1.974053333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.1906,,-0.002,,0.004,0,0.220106667,0.051133333,0,,,0,13.07046667,2.805886667,5.552986667,22.21826667,6.922186667,24.76106667,6.614773333,1.752893333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.190333333,,-0.002,,0.004,0,0.218826667,0.041453333,0,,,0,12.75146667,2.438566667,5.293013333,21.7796,6.618413333,24.35606667,6.29312,1.547546667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.19184,,-0.002,,0.004,0,0.222733333,0.043026667,0,,,0,12.4106,2.127986667,5.040413333,21.53073333,6.31276,23.9878,5.97896,1.34388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.19508,,-0.002,,0.004,0,0.221786667,0.040986667,0,,,0,12.07713333,1.803306667,4.795893333,21.27933333,5.991826667,23.6344,5.678773333,1.147226667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.19472,,-0.002,,0.004,0,0.22824,0.054946667,0,,,0,11.7474,1.434206667,4.563533333,20.99873333,5.603773333,23.2684,5.374093333,0.956426667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0.199826667,,-0.002,,0.004,0,0.227626667,0.053746667,0,,,0,11.4536,1.054064,4.3166,20.6946,5.2384,22.8642,5.068493333,0.76404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
